vid,utter_id,sentence,label
Ses03M_impro05b,37,"I mean, our airline's fault.  I don't know what happened, misplaced, something happened but we will get you--",2
Ses03M_impro05b,38,"You misplace a lot of, eight pieces of luggage.",3
Ses03M_impro05b,39,"Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore.",2
Ses03M_impro05b,40,Uh no I'm not.,2
Ses03M_impro05b,41,Are you kidding me?,3
Ses03M_impro05b,42,Who are you going to fire because of that?,3
Ses03M_impro05b,43,"Well we have some people back there that need some firing so, but I would just really appreciate--",2
Ses03M_impro05b,44,"Wow.  This has never happened before.  I've not lost,",3
Ses03M_impro05b,45,in all thousand flights I've been on probably I can't even count how many flights I've been on.  This has never happened before.,3
Ses03M_impro05b,46,This is the worst customer service I've ever gotten before.,3
Ses03M_impro05b,47,Okay sir.  I'm sorry you can--um-,5
Ses03M_impro05b,48,Okay.  Get on the phone and figure out where my luggage is and tell me when it's going to get there alright?,3
Ses03M_impro05b,49,We already have been confirmed that it will be arriving in--uh--in about two days.,5
Ses03M_impro05b,50,"And and, in about...",3
Ses03M_impro05b,51,Two days I'll be in San Diego and how's it going to get to me in San Diego?  You going to make sure it gets to the San Diego airport?,5
Ses03M_impro05b,52,"Uh, we can't--",5
Ses03M_impro05b,53,Can you get it to the San Diego airport?  You get someone to drive it to my place alright? Then I get a refund for some...I get a free flight alright? I get free whatever.,3
Ses03M_impro05b,54,"Yes sir, Yes.",2
Ses03M_impro05b,55,We can have them direct your luggage to San Diego.,2
Ses03M_impro05b,56,Okay.  And you're going to give me what for my inconvenience?,5
Ses03M_impro05b,57,Uh--,2
Ses03M_impro05b,58,Some refreshments in the lobby?,2
Ses03M_impro05b,59,Some peanuts?  Wow.  That helps a lot.,3
Ses03M_impro05b,60,"Thanks you, thank you I don't have my luggage so you gave me a Holiday Inn stay and peanuts.  Wow.  You know what?",3
Ses03M_impro05b,61,eh- we actually--,5
Ses03M_impro05b,62,I will never do business with Delta again.,3
Ses01M_script02_2,0,...to this spot for this massive celebration of like sex and death...,4
Ses01M_script02_2,1,"Look at this, my hairs are standing up my arm. I'm giving myself goose bumps.",4
Ses01M_script02_2,2,That's the wind.,2
Ses01M_script02_2,3,"Well, so?  What do you think?",4
Ses01M_script02_2,4,I think it's ridiculous.,5
Ses01M_script02_2,5,It's a PR.,5
Ses01M_script02_2,6,"It's not just me, okay?  Look at like all the people.",5
Ses01M_script02_2,7,They're all told the same thing.,5
Ses01M_script02_2,8,"Everybody is believes that it keeps them excited, you know it keeps them coming back for more.",5
Ses01M_script02_2,9,"Everybody keeps thinking that they can just find the right spot, you know they'll get it on the action.",5
Ses01M_script02_2,10,Their life will start then.,5
Ses01M_script02_2,11,I'm sorry it still just fish to me.,5
Ses01M_script02_2,12,Can I ask you a question?  Are you on your period?,2
Ses01M_script02_2,13,"Why do you ask me that?  God damn it, I told you not to ask me that I hate it when you ask me that. It's insulting.",3
Ses01M_script02_2,14,"I just, we just have different ideas of what this evening is supposed to look like.",3
Ses01M_script02_2,15,"Is not supposed to like anything.  We come down here, we look at the fish, they arrive, we go woo-ah fish.",5
Ses01M_script02_2,16,"Oh. Grow up Augie, the fish are not going to come.",5
Ses01M_script02_2,17,Why not?,5
Ses01M_script02_2,18,"Because they never do.  Do they, have they ever?",3
Ses01M_script02_2,19,We missed them twice.,2
Ses01M_script02_2,20,Twice is every year we've tried that's ever.,3
Ses01M_script02_2,21,"Okay we'll see them this year, this is a much better spot. Trust me.",5
Ses01M_script02_2,22,No we won't.  It's pointless it's like a waiting up to see Santa Claus.,3
Ses01M_script02_2,23,"I feel like my whole life is going to be spent here on the beach with my eyes wide open and my hands clasped expectantly, waiting for fish to show up and the fish never show.",3
Ses01M_script02_2,24,"Okay, I'm trying to work this backwards",5
Ses01M_script02_2,25,You don't understand anything I'm saying.,5
Ses01M_script02_2,26,and figure out where we took a turn to the worst thing.,5
Ses01M_script02_2,27,Of course not.,5
Ses01M_script02_2,28,"Okay.  I'm trying to work this backwards here and I'm trying to figure out the exact moment that you took a turn for the worst here, now.",5
Ses01M_script02_2,29,"you were fine during the phone call from Marge, dinner was okay, doing the dishes was fine.",2
Ses01M_script02_2,30,"Let's see, uh, I took a shower and, um, you were watching the news and you said the ""the Grunions are running tonight,"" and I said ""okay great, let's go.""",2
Ses01M_script02_2,31,So I'm putting the animals out we're getting the car to the garage and--,2
Ses01M_script02_2,32,Do you remember the first year we came here? It's about four years ago right after we got married.,2
Ses01M_script02_2,33,"And I remember thinking this is it. finally, finally I'm as happy as I'm supposed to be.",1
Ses01M_script02_2,34,"Wait a minute, I've got it.",2
Ses01M_script02_2,35,"It was when we were driving passed that knickerbocker liquor locker and you would said, no you said ""let's get some champagne"" and I said ""no time to wasting"" or something like that.  That's what it is, right?",2
Ses01M_script02_2,36,I'd rather not remember some things.  I'd rather not hope for some things.,1
Ses01M_script02_2,37,"Oh right sure, of course.",2
Ses01M_script02_2,38,No.,1
Ses01M_script02_2,39,You want me to go get some champagne?,2
Ses01M_script02_2,40,No.,1
Ses01M_script02_2,41,Do you want to take off our shoes?,2
Ses01M_script02_2,42,What? Huh?,2
Ses01M_script02_2,43,You want to get married again?,2
Ses01M_script02_2,44,What?  What?  You want to divorce?,5
Ses01M_script02_2,45,No.,5
Ses01M_script02_2,46,A vacation?,5
Ses01M_script02_2,47,No.,5
Ses01M_script02_2,48,"A new carpet, a poodle, a suicide pact, ice cream, a back rub, what?  What?  What the hell do you want?",3
Ses01M_script02_2,49,I want something to turn out the way that it's supposed to.,3
Ses01M_script02_2,50,"Well, welcome to the human race.",5
Ses01M_script02_2,51,You think nothing turns out how it's supposed to.  You think I had some grand idea going that four years down the line.  We would come to this beach and argue over fish?  No.,3
Ses01M_script02_2,52,"No, no I'm just like you, I thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--",1
Ses01M_script02_2,53,No.  You know what you get?  You know what you get?  You get this.,1
Ses01M_script02_2,54,This what?  What is this?  This isn't even anything.,3
Ses01M_script02_2,55,"Yeah, it is.",2
Ses01M_script02_2,56,"Oh, sure this is standing on the beach, this is waiting, fighting.",3
Ses01M_script02_2,57,Right.,2
Ses01M_script02_2,58,This isn't anything like I thought anything would be.,1
Ses01M_script02_2,59,I know me neither.,1
Ses01M_script02_2,60,This is just this.  I mean it includes a lot and everything but it's--do you understand what I'm saying?,1
Ses01M_script02_2,61,I'm doing the best I can.,1
Ses01M_script02_2,62,"I know that Augie, I really do.",1
Ses01M_script02_2,63,"I just can't help wishing that I was somebody, somewhere else.",1
Ses01M_script02_2,64,Maybe if you were with somebody else too?,1
Ses01M_script02_2,65,I didn't say that.,1
Ses01M_script02_2,66,"No, I know but--I know I don't make you happy.",1
Ses01M_script02_2,67,Yeah?,1
Ses01M_script02_2,68,"You are the one who probably wishes he was with somebody else, someone who didn't take everything so seriously, someone who would enjoy yourself.",1
Ses01M_script02_2,69,Look what we got here.,0
Ses01M_script02_2,70,It's not champagne.,2
Ses01M_script02_2,71,I guess we don't need glasses.,0
Ses01M_script02_2,72,"Are you cold, huh?  Do you want to go home?",2
Ses01M_script02_2,73,I'm beginning to think you might be right.  I think this might be the spot after all.,0
Ses01M_script02_2,74,"Augie, I'm sorry.",1
Ses01M_script02_2,75,Shh...,0
Ses01M_script02_2,76,"If we are really quiet, the fish might come.",0
Ses01M_script02_2,77,Or not.,2
Ses01M_script02_2,78,Or not.,2
Ses04F_impro07,0,"Hey, what's up?",2
Ses04F_impro07,1,Guess what came today?,4
Ses04F_impro07,2,What?,4
Ses04F_impro07,3,My acceptance letter.,4
Ses04F_impro07,4,From U.S.C..,4
Ses04F_impro07,5,"Yes, I am.",4
Ses04F_impro07,6,"Well yeah, that's the general idea. [LAUGHTER]",4
Ses04F_impro07,7,That's awesome.  Congratulations.,4
Ses04F_impro07,8,Big bad acceptance packet with all the information.  I'm going to U.S.C..,4
Ses04F_impro07,9,That's amazing.  Wow.,4
Ses04F_impro07,10,I know. [LAUGHTER],4
Ses04F_impro07,11,"[LAUGHTER] Yeah, uh. No.",4
Ses04F_impro07,12,[LAUGHTER] It's safe around there.,4
Ses04F_impro07,13,The campus is beautiful. I'm so excited.,4
Ses04F_impro07,14,I know but you should get like a taser or something.  I mean walking around the campus at night-,2
Ses04F_impro07,15,"Do you want to buy me some mace for my, you know, going away present?",4
Ses04F_impro07,16,There we go.  Perfect.,4
Ses04F_impro07,17,And a taser.  Excellent.  Just make sure it's a big knife.,4
Ses04F_impro07,18,I don't want any of those little puny ones.,4
Ses04F_impro07,19,"So, um- so what are you going to- what are you going to major in?",2
Ses04F_impro07,20,Well I was thinking maybe underwater basket weaving.,4
Ses04F_impro07,21,"U.S.C. has a major in that, right.",4
Ses04F_impro07,22,They have - U.S.C. has everything because U.S.C. is the best school ever.,4
Ses04F_impro07,23,they have that as a major?,2
Ses04F_impro07,24,That's ridiculous.  I don't believe that.,2
Ses04F_impro07,25,Okay.  Well I'm lying but-,4
Ses04F_impro07,26,"Seriously, what's your major?",2
Ses04F_impro07,27,"Well, I haven't decided yet.  I want to try some things out.",4
Ses04F_impro07,28,So you're undecided?,2
Ses04F_impro07,29,"Hey, that's cool.",2
Ses04F_impro07,30,"No, no.  It's totally cool.  I mean, like, this friend of mine he was- he's been undecided now for, like, the past like eleven years of his life.",2
Ses04F_impro07,31,okay.  Well I'm not going to be undecided forever. [LAUGHTER],4
Ses04F_impro07,32,"Uh, well-",2
Ses04F_impro07,33,And it's so close so you can come visit me all the time.,4
Ses04F_impro07,34,You- you- you'll find.,2
Ses04F_impro07,35,"So this works out perfectly.  Because I was worried if I didn't get in to U.S.C., then I would have to go somewhere far away and then-",4
Ses04F_impro07,36,"You'd have to, like go somewhere else, and, you know, we would be apart, and that would suck.",2
Ses04F_impro07,37,Everything worked out perfectly.,4
Ses04F_impro07,38,That's awesome.,4
Ses04F_impro07,39,I know.  We should have a party.,4
Ses04F_impro07,40,An I got accepted to U.S.C. party.,4
Ses04F_impro07,41,No.  An I got accepted to U.S.C. party. [LAUGHTER],4
Ses04F_impro07,42,"Oh, that's right. Okay, I see. Right, right, right.",2
Ses04F_impro07,43,A party celebrating your acceptance.,2
Ses04F_impro07,44,Right.  Now you're with me.,4
Ses04F_impro07,45,That's cool.,2
Ses04F_impro07,46,That is why I got accepted.,4
Ses04F_impro07,47,"Well, that's really cool that you're going to be staying in the same city and everything. so umm",4
Ses04F_impro07,48,I know.,4
Ses04F_impro07,49,"I don't know are you, like, I don't know.  Are you, like, available or anything?",2
Ses04F_impro07,50,"Well I mean I don't know.  It's like you know I kind of had a crush on you throughout high school and, like",4
Ses04F_impro07,51,"I don't know I just thought that, you know, maybe we could, you know, I don't know.  It's like, you know, just test the waters anyway.  I don't see what the problem is.",4
Ses04F_impro07,52,What- what did you have in mind?,4
Ses04F_impro07,53,"Movies- movie, we'll go to a movie and a dinner and- and",4
Ses04F_impro07,54,"actually, you know, there's this- there's this really cool restaurant, um, I don't know if you-  it's Red Lobster.  It's like down on",4
Ses04F_impro07,55,[LAUGHTER],4
Ses04F_impro07,56,Vermont.,4
Ses04F_impro07,57,"Wait, you've been there before?",4
Ses04F_impro07,58,On occasion I've heard of it.,4
Ses04F_impro07,59,"Oh, so well then you know that it's awesome.",4
Ses04F_impro07,60,Yeah.  Totally.,4
Ses04F_impro07,61,"Right, so we'll go there and then- and then we'll get some ice cream and maybe we'll go putt-putt golfing.",4
Ses04F_impro07,62,I am totally down with the ice cream.,4
Ses04F_impro07,63,Okay.  Putt-putt golfing?,2
