Sr No.,Utterance,miss,actual,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
326,The three losers.,False,,Phoebe Sr,sadness,negative,32,9,3,25,"0:06:36,658","0:06:38,195"
327,"Oh, poor Lily.",False,,Phoebe Sr,sadness,negative,32,10,3,25,"00:06:39,107","00:06:40,857"
328,"Ohh, y'know I-I heard about what happened, that must have been just terrible for you, losing your mother that way.",False,,Phoebe Sr,sadness,negative,32,11,3,25,"00:06:42,568","00:06:49,241"
329,"Yeah, no, it was great.",False,,Phoebe,joy,positive,32,12,3,25,"00:06:50,076","00:06:52,285"
330,"Well, alright, we already tried feeding her, changing her,  burping her, oh try this one!",False,,Phoebe,sadness,negative,33,0,9,2,"00:07:20,064","00:07:28,029"
331,Go back in time and listen to Phoebe!,False,,Phoebe,anger,negative,33,1,9,2,"00:07:23,901","00:07:28,029"
332,"Alright here’s something, it says to try holding the baby  close to your body and then swing her rapidly from side to side.",False,,Monica,neutral,neutral,33,2,9,2,"00:07:30,158","00:07:37,622"
333,Ok.,False,,Rachel,neutral,neutral,33,3,9,2,"00:07:38,332","00:07:40,000"
334,It worked!,False,,Monica,surprise,positive,33,4,9,2,"00:07:48,301","00:07:49,801"
335,Oh  oh no just stopped to throw up a little bit.,False,,Rachel,sadness,negative,33,5,9,2,"00:07:51,429","00:07:53,763"
336,"Oh come on, what am I gonna do, its been hours and it  won’t stop crying.",True,sadness,Rachel,sadness,negative,33,6,9,2,"00:07:56,601","00:08:01,813"
337,"Umm, she Rach, not it, she.",False,,Monica,neutral,neutral,33,7,9,2,"0:08:03,065","0:08:06,152"
338,"Yeah, I’m not so sure.",False,,Rachel,neutral,neutral,33,8,9,2,"0:08:06,152","0:08:07,390"
339,"Oh my god, I am losing my mind.",False,,Monica,anger,negative,33,9,9,2,"00:08:08,154","00:08:11,573"
340,"Yeah, no kidding, this just proves no good can come from  having sex with Ross!",True,surprise,Phoebe,anger,negative,33,10,9,2,"00:08:08,154","00:08:15,494"
341,"Well, youre not.",False,,Monica,neutral,neutral,34,0,6,15,"00:17:46,732","00:17:48,107"
342,"Oh, its so easy for you I mean, youre not married, you get to have sex with who ever you want!",False,,Rachel,disgust,negative,34,1,6,15,"00:17:48,317","00:17:51,819"
343,"Yeah I can!  And dont think I dont, because I do! I mean all the time, you betcha!",False,,Monica,joy,positive,34,2,6,15,"00:17:52,071","00:17:58,868"
344,"Monica. Youve, youve done it right?",False,,Rachel,surprise,positive,34,3,6,15,"00:18:01,205","00:18:06,542"
345,"Of course I have! What do you think, Im some 30 year old virgin?",True,anger,Monica,anger,negative,34,4,6,15,"00:18:08,504","00:18:13,446"
346,Oh my God! Youre a 30 year old virgin!,False,,Rachel,surprise,negative,34,5,6,15,"00:18:13,634","00:18:17,053"
347,"Say it louder, I dont think the guy all the way in the back heard you!",False,,Monica,disgust,negative,34,6,6,15,"00:18:19,181","00:18:21,516"
348,"Its not like, I havent any opportunities.",False,,Monica,anger,negative,34,7,6,15,"00:18:25,979","00:18:28,689"
349,"I mean, yknow, Im just waiting for the perfect guy.",False,,Monica,neutral,neutral,34,8,6,15,"00:18:28,899","00:18:30,983"
350,"Im seeing this guy Roger, all right?",False,,Monica,neutral,neutral,34,9,6,15,"00:18:31,401","00:18:33,861"
351,"Hes not perfect, but umm, I think maybe I should just get it over with.",False,,Monica,neutral,neutral,34,10,6,15,"00:18:32,500","00:18:36,656"
352,"Yknow, give him my flower.",False,,Monica,neutral,neutral,34,11,6,15,"00:18:36,907","00:18:38,908"
353,"Oh my God!! Do it!! Honey, youve waited",False,,Rachel,surprise,negative,34,12,6,15,"00:18:40,661","00:18:46,374"
354,Yknow what? You are right?!,False,,Monica,surprise,positive,34,13,6,15,"00:18:46,583","00:18:51,212"
356,I mean sex does not have to be a big deal!,False,,Rachel,anger,negative,34,14,6,15,"00:18:46,583","00:18:51,212"
357,There shouldnt be all this rules and restrictions!,True,disgust,Rachel,anger,negative,34,15,6,15,"00:18:52,421","00:18:54,340"
358,"Yknow, people should be able to sleep with who ever they want, whenever",False,,Rachel,neutral,neutral,34,16,6,15,"00:18:54,550","00:18:57,677"
359,Rachel! Im never gonna think its okay for you to cheat on your husband!,True,surprise,Monica,anger,negative,34,17,6,15,"00:18:57,928","00:19:01,556"
360,Oh what do you know? Virgin!,False,,Rachel,anger,negative,34,18,6,15,"00:19:01,723","00:19:03,516"
361,"Push, push!",False,,All,neutral,neutral,35,0,1,23,"0:17:05,983","0:17:07,944"
362,We're here!,True,disgust,Ross,joy,positive,35,1,1,23,"0:17:07,944","0:17:08,084"
363,Where have you been?,True,anger,Carol,neutral,neutral,35,2,1,23,"00:17:10,029","00:17:12,822"
364,"Long story, honey.",False,,Ross,neutral,neutral,35,3,1,23,"00:17:12,990","00:17:14,115"
365,"All right, Carol, I need you to keep pushing. I need Excuse me, could I have this?",False,,Dr. Franzblau,neutral,neutral,35,4,1,23,"00:17:14,283","00:17:18,411"
368,"So, I hear, you hate me!",True,surprise,Janice,anger,negative,37,0,3,1,"00:13:51,664","00:13:54,707"
369,"I, ah, I never said hate, I was very careful about that.",True,surprise,Joey,neutral,neutral,37,1,3,1,"00:13:55,918","00:14:00,421"
370,A little birdie told me something about you wanting to rip your arm off and throw it at me.,False,,Janice,anger,negative,37,2,3,1,"00:14:00,589","00:14:05,844"
371,And you got a 'hate' from that?! Your taking a big leap there...,False,,Joey,fear,negative,37,3,3,1,"00:14:07,304","00:14:11,558"
372,"All right, fine, fine, fine, fine, fine, we've got to do something about our little situation here Joey.",False,,Janice,anger,negative,37,4,3,1,"00:14:11,725","00:14:17,605"
373,"So, this is my idea: you and me spending some quality time together.",False,,Janice,neutral,neutral,37,5,3,1,"00:14:17,773","00:14:23,486"
374,But what does that gonna do...,False,,Joey,anger,negative,37,6,3,1,"00:14:24,697","00:14:26,060"
375,For Chandler!,True,neutral,Janice,anger,negative,37,7,3,1,"00:14:26,198","00:14:27,615"
395,Yeah baby!,False,,Monica,joy,positive,40,0,7,16,"00:19:50,000","00:19:51,480"
396,"Im really glad you guys are okay but, I just keep thinking what would happen if-if you two  actually had hooked up.",True,neutral,Phoebe,neutral,neutral,40,1,7,16,"00:19:53,650","00:20:00,907"
412,"Thank you, thanks.",True,anger,Ross,joy,positive,42,0,4,7,"00:21:19,569","00:21:21,779"
413,"Yeah, I lost it.",True,anger,Ross,sadness,negative,42,1,4,7,"00:21:25,325","00:21:26,826"
414,"Yknow, Im not gonna play anymore,  would you, can you finish my set?",False,,Ross,neutral,neutral,42,2,4,7,"00:21:29,037","00:21:33,708"
415,"After that? Yeah! No, I mean if I can help.",True,anger,Phoebe,surprise,positive,42,3,4,7,"00:21:34,584","00:21:40,548"
416,"Yeah, like I could",False,,Ross,neutral,neutral,42,4,4,7,"00:21:46,179","00:21:48,556"
417,What?,True,disgust,Rachel,surprise,positive,42,5,4,7,"0:21:50,559","0:21:51,071"
418,I played bad on purpose guys.,False,,Ross,joy,positive,42,6,4,7,"0:21:51,071","0:21:54,251"
419,"Okay, so you were trying to play bad this whole time.",False,,Monica,surprise,positive,42,7,4,7,"00:21:56,606","00:21:58,858"
420,"Yeahno, just that last song.",False,,Ross,neutral,neutral,42,8,4,7,"00:21:59,067","00:22:00,526"
421,"Oh, I was thinking about having people over for the game.",True,sadness,Monica,neutral,neutral,43,0,4,13,"00:05:44,093","00:05:46,136"
422,"Oh yeah, whos playing?",True,sadness,Joey,neutral,neutral,43,1,4,13,"00:05:46,304","00:05:48,305"
423,The players.,False,,Monica,neutral,neutral,43,2,4,13,"00:05:50,558","00:05:52,017"
424,Somebody seems to be missing being the hostess.,False,,Ross,neutral,neutral,43,3,4,13,"00:05:53,436","00:05:56,938"
425,"Please, its a relief is what it is, is what it is.",True,joy,Monica,neutral,neutral,43,4,4,13,"00:05:57,273","00:06:02,444"
426,"All right Pheebs, stick out your plate!",True,sadness,Joey,neutral,neutral,43,5,4,13,"00:06:02,945","00:06:04,863"
427,Oh.,False,,Phoebe,neutral,neutral,43,6,4,13,"00:06:05,031","00:06:06,114"
432,Whose is it?,True,surprise,Chandler,neutral,neutral,44,0,7,20,"0:21:38,380","0:21:39,173"
433,I dont want to say.,False,,Rachel,neutral,neutral,44,1,7,20,"0:21:39,173","0:21:41,646"
434,"Oh, come on! I dont care! Come on! Whose is it?",False,,Chandler,joy,positive,44,2,7,20,"00:21:41,758","00:21:45,052"
435,Diane Keaton.,True,joy,Rachel,neutral,neutral,44,3,7,20,"00:21:45,721","00:21:46,971"
436,Phoebe! Come on! Lets go!  Come on!  Why arent you dressed yet?!,True,surprise,Monica,anger,negative,45,0,7,1,"00:10:07,732","00:10:15,864"
437,"Im sorry, but I just wrote the best dance song for your wedding. Check this out.",False,,Phoebe,neutral,neutral,45,1,7,1,"00:10:16,115","00:10:20,160"
438,"No, Phoebe, Ill tell you what, if you get ready now Ill let you play it at the wedding.",False,,Monica,neutral,neutral,45,2,7,1,"00:10:20,494","00:10:22,704"
439,Really?!,False,,Phoebe,surprise,positive,45,3,7,1,"00:10:22,913","00:10:23,997"
440,Oh thats so exciting!,False,,Phoebe,joy,positive,45,4,7,1,"00:10:24,206","00:10:26,708"
442,Thanks Mon!,False,,Phoebe,joy,positive,45,5,7,1,"00:10:24,206","00:10:26,708"
443,"Oh but Mon, if you touch my guitar again Ill have to pound on you for a little bit.",False,,Phoebe,anger,negative,45,6,7,1,"00:10:26,959","00:10:31,546"
444,"Fair enough, now go get ready!",False,,Monica,neutral,neutral,45,7,7,1,"00:10:32,048","00:10:34,000"
446,"Ill get everybody else , finally we can start celebrating my Im sorry, uh apparently Ive opened the door to the past.",False,,Monica,neutral,neutral,45,8,7,1,"00:10:33,716","00:10:44,851"
447,"My best shoes, so good to me.",False,,Leslie,joy,positive,46,0,3,14,"0:12:23,075","0:12:25,667"
448,I wear them everyday.,False,,Leslie,joy,positive,46,1,3,14,"0:12:25,667","0:12:27,919"
449,"Down at the heel, holes in the toes.",True,neutral,Leslie,joy,positive,46,2,3,14,"0:12:28,038","0:12:30,890"
450,Dont care what people say.,True,neutral,Leslie,joy,positive,46,3,3,14,"0:12:30,890","0:12:33,052"
451,"My feets best friends, pals to the end.",False,,Leslie,joy,positive,46,4,3,14,"00:12:33,169","00:12:36,004"
452,With them Im one hot chicky.,False,,Leslie,joy,positive,46,5,3,14,"00:12:36,213","00:12:38,840"
453,"Though late one night, not much light, I....",False,,Leslie,neutral,neutral,46,6,3,14,"00:12:39,091","00:12:42,552"
454,I stepped in something icky.,False,,Phoebe,joy,positive,46,7,3,14,"00:12:42,720","00:12:46,306"
455,"Sticky shoes, sticky shoes, always make me smile. Sticky shoes, sticky shoes, next time Ill.... avoid the..... pillleeeee.",False,,Phoebe and Leslie,joy,positive,46,8,3,14,"00:12:49,101","00:13:05,700"
456,"God, its gonna so weird like when I come home and youre not here.",False,,Joey,sadness,negative,47,0,6,2,"00:13:39,985","00:13:43,488"
458,No more Joey and Chans.,False,,Joey,sadness,negative,47,1,6,2,"00:13:43,781","00:13:45,532"
459,No more J and Cs.,False,,Joey,sadness,negative,47,2,6,2,"00:13:45,783","00:13:47,951"
460,"""You wanna go over to Joey and Chandlers?""",False,,Joey,neutral,neutral,47,3,6,2,"0:13:48,327","0:13:49,662"
461,"""Cant, its not there.""",False,,Joey,neutral,neutral,47,4,6,2,"0:13:49,662","0:13:51,648"
462,"Look, Im just gonna be across the hall, we can still do all the same stuff.",True,joy,Chandler,neutral,neutral,47,5,6,2,"00:13:52,581","00:13:55,959"
463,Yeah but we wont be able to like get up in the middle of the night and have those long talks about our feelings and the future.,False,,Joey,sadness,negative,47,6,6,2,"00:13:56,210","00:14:01,214"
464,Not once did we do that.,False,,Chandler,neutral,neutral,47,7,6,2,"00:14:02,299","00:14:03,842"
465,Hi.,False,,Monica,neutral,neutral,47,8,6,2,"0:14:06,053","0:14:06,554"
466,Hey!,False,,Chandler,neutral,neutral,47,9,6,2,"0:14:06,554","0:14:06,930"
467,Hi.,False,,Joey,neutral,neutral,47,10,6,2,"0:14:06,930","0:14:07,636"
468,"So I, I told Rachel it was just gonna be the two of us.",False,,Monica,neutral,neutral,47,11,6,2,"00:14:08,305","00:14:11,432"
469,"Oh yeah? Well, howd she take it?",False,,Chandler,neutral,neutral,47,12,6,2,"00:14:11,684","00:14:13,977"
470,"Really well. Yeah. Surprisingly well. Yeah, she didnt cry. She wasnt angry or sad.",False,,Monica,neutral,neutral,47,13,6,2,"00:14:14,520","00:14:21,568"
473,"Okay, if you need the vacuum, its in my closet on the left-hand side. Ah, the garbage bags are next to the refrigerator",False,,Monica,neutral,neutral,48,0,4,23,"00:01:58,034","00:02:03,705"
474,"Okay, okay, but Rachels gonna be here too, cant I just ask her this stuff?",False,,Phoebe,neutral,neutral,48,1,4,23,"00:02:03,873","00:02:06,500"
475,"Yeah, okay, give that a try!",True,neutral,Monica,neutral,neutral,48,2,4,23,"00:02:06,668","00:02:08,961"
476,All right! Lets do it!,False,,Chandler,joy,positive,48,3,4,23,"0:02:10,630","0:02:11,592"
477,Woo-hoo!!,False,,Joey,joy,positive,48,4,4,23,"0:02:11,592","0:02:11,932"
478,"Yeah, cheerie-o!",False,,Ross,joy,positive,48,5,4,23,"0:02:12,048","0:02:14,134"
479,London baby!,False,,Joey,joy,positive,48,6,4,23,"0:02:14,134","0:02:14,272"
480,Hi!,False,,Monica,joy,positive,49,0,5,5,"0:00:12,804","0:00:13,726"
481,Hi!,False,,Chandler,joy,positive,49,1,5,5,"0:00:13,726","0:00:15,194"
482,Monica? What time is it?,False,,Joey,neutral,neutral,49,2,5,5,"00:00:21,771","00:00:25,983"
483,"Uhh, 9.",False,,Chandler,neutral,neutral,49,3,5,5,"00:00:26,151","00:00:28,235"
484,But it's dark out.,False,,Joey,neutral,neutral,49,4,5,5,"00:00:30,030","00:00:31,405"
485,"Well that's because you always sleep to noon, silly! This is what 9 looks like.",False,,Monica,neutral,neutral,49,5,5,5,"00:00:36,161","00:00:38,746"
486,I guess I'll get washed up then. Watch that sunrise.,False,,Joey,neutral,neutral,49,6,5,5,"00:00:39,831","00:00:44,877"
487,I'm,False,,Monica,neutral,neutral,49,7,5,5,"00:00:47,380","00:00:50,174"
488,"I know, me too.",False,,Chandler,neutral,neutral,49,8,5,5,"0:00:50,341","0:00:51,134"
489,Hey!,False,,Chandler,joy,positive,49,9,5,5,"0:00:51,134","0:00:51,686"
490,Y'know what if we went away for a whole weekend?,False,,Chandler,neutral,neutral,49,10,5,5,"0:00:51,686","0:00:54,719"
491,Y'know we'd have no interruptions and we could be naked the entire time.,False,,Chandler,joy,positive,49,11,5,5,"00:00:53,000","00:00:56,930"
492,All weekend? That's a whole lotta naked.,False,,Monica,surprise,positive,49,12,5,5,"00:00:57,515","00:01:00,434"
493,"Yeah, I can say that I have a conference and you can say you have a chef thing.",False,,Chandler,neutral,neutral,49,13,5,5,"00:01:01,102","00:01:05,064"
494,"Ohh, I've always wanted to go to this culinary fair that they have in Jersey!",False,,Monica,joy,positive,49,14,5,5,"00:01:05,231","00:01:08,275"
495,"Okay, y'know your not though. Let's go.",True,neutral,Chandler,neutral,neutral,49,15,5,5,"00:01:08,443","00:01:12,946"
496,Wait! What about Joey?,False,,Monica,neutral,neutral,49,16,5,5,"00:01:13,114","00:01:15,657"
502,Hey!,True,joy,Joey,joy,positive,51,0,8,5,"0:06:31,057","0:06:32,267"
503,Hi!,False,,Rachel,joy,positive,51,1,8,5,"0:06:32,267","0:06:32,496"
504,"Oh you know uh Kash, really liked you the other day. He said he thought you were charming.",False,,Joey,neutral,neutral,51,2,8,5,"00:06:32,600","00:06:37,437"
505,Okay I-I just have to stop by my place first.,False,,Ross,neutral,neutral,52,0,8,7,"00:10:24,665","00:10:26,333"
506,"To tape the game? You do this every time Ross, youre",False,,Joey,disgust,negative,52,1,8,7,"00:10:26,500","00:10:31,004"
507,"No-no, I-I have to see if this apartment became available.",True,neutral,Ross,neutral,neutral,52,2,8,7,"00:10:31,881","00:10:35,050"
508,"Oh, youre switching apartments?",False,,Joey,surprise,negative,52,3,8,7,"0:10:35,217","0:10:36,469"
509,"Its not for me, its for Rachel.",False,,Ross,neutral,neutral,52,4,8,7,"0:10:36,469","0:10:38,417"
510,But Rachel has an apartment.,True,fear,Joey,neutral,neutral,52,5,8,7,"0:10:38,512","0:10:39,722"
511,"Yeah, but when the baby comes shes gonna want to move.",False,,Ross,neutral,neutral,52,6,8,7,"0:10:39,722","0:10:42,052"
512,She is?,False,,Joey,surprise,negative,52,7,8,7,"00:10:42,141","00:10:44,142"
513,"Yeah, you didnt expect her to live there with a baby did you?",False,,Ross,surprise,negative,52,8,8,7,"00:10:44,310","00:10:47,354"
514,I guess I didnt really think about it.,False,,Joey,neutral,neutral,52,9,8,7,"00:10:47,521","00:10:49,898"
515,Ezel!  Hey Gunther! Youre an ezel!,False,,Ross,anger,negative,52,10,8,7,"00:10:55,613","00:10:59,324"
516,Damnit!,False,,Ross,anger,negative,52,11,8,7,"00:11:02,578","00:11:04,425"
517,Look what I got! Look what I got! Look what I got!  Can you believe they make these for little people?,False,,Monica,surprise,positive,53,0,4,22,"00:05:59,984","00:06:10,160"
518,Little village people.,False,,Rachel,neutral,neutral,53,1,4,22,"00:06:10,328","00:06:12,371"
519,"Okay, look at this one. This is my favourite.",False,,Monica,joy,positive,53,2,4,22,"00:06:13,790","00:06:19,461"
520,"Oh, that is so sweet!",False,,Rachel,joy,positive,53,3,4,22,"00:06:19,754","00:06:21,963"
521,I know! Phoebe is gonna love dressing them in these!,False,,Monica,joy,positive,53,4,4,22,"00:06:22,131","00:06:25,133"
522,"Huh. Except, Phoebes not gonna be the one that gets to dress them.",False,,Rachel,neutral,neutral,53,5,4,22,"00:06:25,301","00:06:30,680"
523,Because shes not gonna get to keep the babies.,False,,Monica,sadness,negative,53,6,4,22,"00:06:32,475","00:06:34,810"
524,Oh my God! We are throwing the most depressing baby shower ever!,False,,Rachel,sadness,negative,53,7,4,22,"00:06:34,977","00:06:39,272"
525,Wait a minute!,False,,Monica,surprise,positive,53,8,4,22,"00:06:40,775","00:06:43,777"
526,"Unless, we give her all gifts she can use after shes done being pregnant.",False,,Monica,joy,positive,53,9,4,22,"00:06:40,775","00:06:47,823"
527,"Like-like umm, regular coffee, Tequila.",True,neutral,Monica,neutral,neutral,53,10,4,22,"00:06:43,945","00:06:47,823"
528,"Oh, and somebody can get those leather pants shes always wanted!",False,,Rachel,joy,positive,53,11,4,22,"00:06:48,074","00:06:51,034"
529,"Oh, shes gonna love that!",False,,Monica,joy,positive,53,12,4,22,"00:06:51,202","00:06:52,786"
543,Phoebe just because I'm alone doesnt mean I wanna walk around naked.,False,,Rachel,neutral,neutral,55,0,5,23,"00:05:26,492","00:05:30,078"
